Cat	Countries	Dimension	value
Student	Türkiye	Inclusiveness	0.375
Student	United States	Inclusiveness	0.411
Student	Australia	Quality_of_life	0.764
Student	Austria	Quality_of_life	0.661
Student	Belgium	Quality_of_life	0.689
Student	Canada	Quality_of_life	0.756
Student	Switzerland	Quality_of_life	0.417
Student	Chile	Quality_of_life	0.562
Student	Czech Republic	Quality_of_life	0.758
Student	Germany	Quality_of_life	0.547
Student	Denmark	Quality_of_life	0.727
Student	Spain	Quality_of_life	0.631
Student	Estonia	Quality_of_life	0.709
Student	Finland	Quality_of_life	0.364
Student	France	Quality_of_life	0.431
Student	United Kingdom	Quality_of_life	0.742
Student	Greece	Quality_of_life	0.674
Student	Hungary	Quality_of_life	0.535
Student	Ireland	Quality_of_life	0.500
Student	Iceland	Quality_of_life	0.577
Student	Israel	Quality_of_life	0.517
Student	Italy	Quality_of_life	0.410
Student	Japan	Quality_of_life	0.699
Student	Korea	Quality_of_life	0.281
Student	Luxembourg	Quality_of_life	0.739
Student	Latvia	Quality_of_life	0.689
Student	Mexico	Quality_of_life	0.788
Student	Netherlands	Quality_of_life	0.494
Student	Norway	Quality_of_life	0.479
Student	New Zealand	Quality_of_life	0.476
Student	Poland	Quality_of_life	0.607
Student	Portugal	Quality_of_life	0.563
Student	Slovak Republic	Quality_of_life	0.752
Student	Slovenia	Quality_of_life	0.762
Student	Sweden	Quality_of_life	0.314
Student	Türkiye	Quality_of_life	0.667
Student	United States	Quality_of_life	0.746
Student	Australia	Quality_of_opportunities_Quartiles	4
Student	Austria	Quality_of_opportunities_Quartiles	2
Student	Belgium	Quality_of_opportunities_Quartiles	3
Student	Canada	Quality_of_opportunities_Quartiles	4
Student	Switzerland	Quality_of_opportunities_Quartiles	1
Student	Chile	Quality_of_opportunities_Quartiles	1
Student	Czech Republic	Quality_of_opportunities_Quartiles	2
Student	Germany	Quality_of_opportunities_Quartiles	1
Student	Denmark	Quality_of_opportunities_Quartiles	2
Student	Spain	Quality_of_opportunities_Quartiles	4
Student	Estonia	Quality_of_opportunities_Quartiles	4
Student	Finland	Quality_of_opportunities_Quartiles	2
Student	France	Quality_of_opportunities_Quartiles	1
Student	United Kingdom	Quality_of_opportunities_Quartiles	1
Student	Greece	Quality_of_opportunities_Quartiles	2
Student	Hungary	Quality_of_opportunities_Quartiles	2
Student	Ireland	Quality_of_opportunities_Quartiles	4
Student	Iceland	Quality_of_opportunities_Quartiles	4
Student	Israel	Quality_of_opportunities_Quartiles	3
Student	Italy	Quality_of_opportunities_Quartiles	1
Student	Japan	Quality_of_opportunities_Quartiles	1
Student	Korea	Quality_of_opportunities_Quartiles	1
Student	Luxembourg	Quality_of_opportunities_Quartiles	3
Student	Latvia	Quality_of_opportunities_Quartiles	2
Student	Mexico	Quality_of_opportunities_Quartiles	2
Student	Netherlands	Quality_of_opportunities_Quartiles	2
Student	Norway	Quality_of_opportunities_Quartiles	2
Student	New Zealand	Quality_of_opportunities_Quartiles	1
Student	Poland	Quality_of_opportunities_Quartiles	1
Student	Portugal	Quality_of_opportunities_Quartiles	3
Student	Slovak Republic	Quality_of_opportunities_Quartiles	3
Student	Slovenia	Quality_of_opportunities_Quartiles	3
Student	Sweden	Quality_of_opportunities_Quartiles	1
Student	Türkiye	Quality_of_opportunities_Quartiles	4
Student	United States	Quality_of_opportunities_Quartiles	4
Student	Australia	Income_Quartiles	3
Student	Austria	Income_Quartiles	2
Student	Belgium	Income_Quartiles	2
Student	Canada	Income_Quartiles	2
Student	Switzerland	Income_Quartiles	1
Student	Chile	Income_Quartiles	1
Student	Czech Republic	Income_Quartiles	3
Student	Germany	Income_Quartiles	1
Student	Denmark	Income_Quartiles	4
Student	Spain	Income_Quartiles	4
Student	Estonia	Income_Quartiles	4
Student	Finland	Income_Quartiles	1
Student	France	Income_Quartiles	2
Student	United Kingdom	Income_Quartiles	4
Student	Greece	Income_Quartiles	3
Student	Hungary	Income_Quartiles	3
Student	Ireland	Income_Quartiles	4
Student	Iceland	Income_Quartiles	2
Student	Israel	Income_Quartiles	3
Student	Italy	Income_Quartiles	1
Student	Japan	Income_Quartiles	2
Student	Korea	Income_Quartiles	1
Student	Luxembourg	Income_Quartiles	2
Student	Latvia	Income_Quartiles	2
Student	Mexico	Income_Quartiles	4
Student	Netherlands	Income_Quartiles	1
Student	Norway	Income_Quartiles	3
Student	New Zealand	Income_Quartiles	3
Student	Poland	Income_Quartiles	4
Student	Portugal	Income_Quartiles	3
Student	Slovak Republic	Income_Quartiles	3
Student	Slovenia	Income_Quartiles	4
Student	Sweden	Income_Quartiles	1
Student	Türkiye	Income_Quartiles	2
Student	United States	Income_Quartiles	1
Student	Australia	Future_prospects_Quartiles	3
Student	Austria	Future_prospects_Quartiles	3
Student	Belgium	Future_prospects_Quartiles	3
Student	Canada	Future_prospects_Quartiles	2
Student	Switzerland	Future_prospects_Quartiles	3
Student	Chile	Future_prospects_Quartiles	2
Student	Czech Republic	Future_prospects_Quartiles	1
Student	Germany	Future_prospects_Quartiles	2
Student	Denmark	Future_prospects_Quartiles	3
Student	Spain	Future_prospects_Quartiles	4
Student	Estonia	Future_prospects_Quartiles	4
Student	Finland	Future_prospects_Quartiles	1
Student	France	Future_prospects_Quartiles	1
Student	United Kingdom	Future_prospects_Quartiles	2
Student	Greece	Future_prospects_Quartiles	2
Student	Hungary	Future_prospects_Quartiles	1
Student	Ireland	Future_prospects_Quartiles	4
Student	Iceland	Future_prospects_Quartiles	2
Student	Israel	Future_prospects_Quartiles	3
Student	Italy	Future_prospects_Quartiles	2
Student	Japan	Future_prospects_Quartiles	1
Student	Korea	Future_prospects_Quartiles	1
Student	Luxembourg	Future_prospects_Quartiles	4
Student	Latvia	Future_prospects_Quartiles	4
Student	Mexico	Future_prospects_Quartiles	3
Student	Netherlands	Future_prospects_Quartiles	1
Student	Norway	Future_prospects_Quartiles	4
Student	New Zealand	Future_prospects_Quartiles	3
Student	Poland	Future_prospects_Quartiles	3
Student	Portugal	Future_prospects_Quartiles	4
Student	Slovak Republic	Future_prospects_Quartiles	4
Student	Slovenia	Future_prospects_Quartiles	2
Student	Sweden	Future_prospects_Quartiles	1
Student	Türkiye	Future_prospects_Quartiles	2
Student	United States	Future_prospects_Quartiles	1
Student	Australia	Family_environment_Quartiles	2
Student	Austria	Family_environment_Quartiles	1
Student	Belgium	Family_environment_Quartiles	2
Student	Canada	Family_environment_Quartiles	4
Student	Switzerland	Family_environment_Quartiles	3
Student	Chile	Family_environment_Quartiles	1
Student	Czech Republic	Family_environment_Quartiles	2
Student	Germany	Family_environment_Quartiles	2
Student	Denmark	Family_environment_Quartiles	3
Student	Spain	Family_environment_Quartiles	4
Student	Estonia	Family_environment_Quartiles	3
Student	Finland	Family_environment_Quartiles	1
Student	France	Family_environment_Quartiles	1
Student	United Kingdom	Family_environment_Quartiles	3
Student	Greece	Family_environment_Quartiles	1
Student	Hungary	Family_environment_Quartiles	2
Student	Ireland	Family_environment_Quartiles	3
Student	Iceland	Family_environment_Quartiles	1
Student	Israel	Family_environment_Quartiles	3
Student	Italy	Family_environment_Quartiles	1
Student	Japan	Family_environment_Quartiles	2
Student	Korea	Family_environment_Quartiles	3
Student	Luxembourg	Family_environment_Quartiles	2
Student	Latvia	Family_environment_Quartiles	3
Student	Mexico	Family_environment_Quartiles	4
Student	Netherlands	Family_environment_Quartiles	1
Student	Norway	Family_environment_Quartiles	4
Student	New Zealand	Family_environment_Quartiles	4
Student	Poland	Family_environment_Quartiles	4
Student	Portugal	Family_environment_Quartiles	2
Student	Slovak Republic	Family_environment_Quartiles	4
Student	Slovenia	Family_environment_Quartiles	3
Student	Sweden	Family_environment_Quartiles	1
Student	Türkiye	Family_environment_Quartiles	4
Student	United States	Family_environment_Quartiles	2
Student	Australia	Skills_environment_Quartiles	4
Student	Austria	Skills_environment_Quartiles	3
Student	Belgium	Skills_environment_Quartiles	2
Student	Canada	Skills_environment_Quartiles	4
Student	Switzerland	Skills_environment_Quartiles	1
Student	Chile	Skills_environment_Quartiles	2
Student	Czech Republic	Skills_environment_Quartiles	3
Student	Germany	Skills_environment_Quartiles	3
Student	Denmark	Skills_environment_Quartiles	4
Student	Spain	Skills_environment_Quartiles	2
Student	Estonia	Skills_environment_Quartiles	3
Student	Finland	Skills_environment_Quartiles	1
Student	France	Skills_environment_Quartiles	1
Student	United Kingdom	Skills_environment_Quartiles	3
Student	Greece	Skills_environment_Quartiles	3
Student	Hungary	Skills_environment_Quartiles	2
Student	Ireland	Skills_environment_Quartiles	1
Student	Iceland	Skills_environment_Quartiles	1
Student	Israel	Skills_environment_Quartiles	3
Student	Italy	Skills_environment_Quartiles	2
Student	Japan	Skills_environment_Quartiles	2
Student	Korea	Skills_environment_Quartiles	1
Student	Luxembourg	Skills_environment_Quartiles	4
Student	Latvia	Skills_environment_Quartiles	4
Student	Mexico	Skills_environment_Quartiles	4
Student	Netherlands	Skills_environment_Quartiles	2
Student	Norway	Skills_environment_Quartiles	1
Student	New Zealand	Skills_environment_Quartiles	2
Student	Poland	Skills_environment_Quartiles	2
Student	Portugal	Skills_environment_Quartiles	1
Student	Slovak Republic	Skills_environment_Quartiles	3
Student	Slovenia	Skills_environment_Quartiles	3
Student	Sweden	Skills_environment_Quartiles	1
Student	Türkiye	Skills_environment_Quartiles	4
Student	United States	Skills_environment_Quartiles	4
Student	Australia	Inclusiveness_Quartiles	4
Student	Austria	Inclusiveness_Quartiles	4
Student	Belgium	Inclusiveness_Quartiles	2
Student	Canada	Inclusiveness_Quartiles	3
Student	Switzerland	Inclusiveness_Quartiles	1
Student	Chile	Inclusiveness_Quartiles	1
Student	Czech Republic	Inclusiveness_Quartiles	4
Student	Germany	Inclusiveness_Quartiles	3
Student	Denmark	Inclusiveness_Quartiles	4
Student	Spain	Inclusiveness_Quartiles	2
Student	Estonia	Inclusiveness_Quartiles	3
Student	Finland	Inclusiveness_Quartiles	1
Student	France	Inclusiveness_Quartiles	1
Student	United Kingdom	Inclusiveness_Quartiles	3
Student	Greece	Inclusiveness_Quartiles	3
Student	Hungary	Inclusiveness_Quartiles	1
Student	Ireland	Inclusiveness_Quartiles	1
Student	Iceland	Inclusiveness_Quartiles	4
Student	Israel	Inclusiveness_Quartiles	3
Student	Italy	Inclusiveness_Quartiles	2
Student	Japan	Inclusiveness_Quartiles	4
Student	Korea	Inclusiveness_Quartiles	1
Student	Luxembourg	Inclusiveness_Quartiles	3
Student	Latvia	Inclusiveness_Quartiles	4
Student	Mexico	Inclusiveness_Quartiles	3
Student	Netherlands	Inclusiveness_Quartiles	2
Student	Norway	Inclusiveness_Quartiles	2
Student	New Zealand	Inclusiveness_Quartiles	2
Student	Poland	Inclusiveness_Quartiles	2
Student	Portugal	Inclusiveness_Quartiles	1
Student	Slovak Republic	Inclusiveness_Quartiles	3
Student	Slovenia	Inclusiveness_Quartiles	4
Student	Sweden	Inclusiveness_Quartiles	1
Student	Türkiye	Inclusiveness_Quartiles	2
Student	United States	Inclusiveness_Quartiles	2
Student	Australia	Quality_of_life_Quartiles	4
Student	Austria	Quality_of_life_Quartiles	3
Student	Belgium	Quality_of_life_Quartiles	3
Student	Canada	Quality_of_life_Quartiles	4
Student	Switzerland	Quality_of_life_Quartiles	1
Student	Chile	Quality_of_life_Quartiles	2
Student	Czech Republic	Quality_of_life_Quartiles	4
Student	Germany	Quality_of_life_Quartiles	2
Student	Denmark	Quality_of_life_Quartiles	3
Student	Spain	Quality_of_life_Quartiles	2
Student	Estonia	Quality_of_life_Quartiles	3
Student	Finland	Quality_of_life_Quartiles	1
Student	France	Quality_of_life_Quartiles	1
Student	United Kingdom	Quality_of_life_Quartiles	4
Student	Greece	Quality_of_life_Quartiles	3
Student	Hungary	Quality_of_life_Quartiles	2
Student	Ireland	Quality_of_life_Quartiles	2
Student	Iceland	Quality_of_life_Quartiles	2
Student	Israel	Quality_of_life_Quartiles	2
Student	Italy	Quality_of_life_Quartiles	1
Student	Japan	Quality_of_life_Quartiles	3
Student	Korea	Quality_of_life_Quartiles	1
Student	Luxembourg	Quality_of_life_Quartiles	3
Student	Latvia	Quality_of_life_Quartiles	3
Student	Mexico	Quality_of_life_Quartiles	4
Student	Netherlands	Quality_of_life_Quartiles	1
Student	Norway	Quality_of_life_Quartiles	1
Student	New Zealand	Quality_of_life_Quartiles	1
Student	Poland	Quality_of_life_Quartiles	2
Student	Portugal	Quality_of_life_Quartiles	2
Student	Slovak Republic	Quality_of_life_Quartiles	4
Student	Slovenia	Quality_of_life_Quartiles	4
Student	Sweden	Quality_of_life_Quartiles	1
Student	Türkiye	Quality_of_life_Quartiles	3
Student	United States	Quality_of_life_Quartiles	4
